time,level
149,375.4161961595397
150,349.60481271915216
151,333.9113553704429
152,360.35989643980344
153,347.3692164330008
154,314.0770348158537
155,326.7728238977395
156,375.7308015926657
157,356.2898966809363
158,346.1869540799994
159,344.52706955746544
160,344.44431208874516
161,324.8174289107534
162,317.54333861919986
163,405.0970608218786
164,291.95924073979495
165,346.05554115646504
166,350.02412089012967
167,387.6566465440359
168,341.6757422101846
169,336.2483481655884
170,347.06525629758687
171,356.9654985626132
172,328.49021604238857
173,328.1855544540611
174,348.1963069761463
175,327.8921377333422
176,381.2823794350297
177,313.42397847389884
178,314.2757526821522
179,392.13905338316823
180,313.4907520184486
181,330.3686564081157
182,360.48790575919304
183,319.9288969716955
184,350.5162755467286
185,337.85993789770845
186,302.7075846016744
187,368.03927170239
188,362.40044742369236
189,353.0731649368867
190,362.66359437093564
191,342.067581416586
192,402.1086832358237
193,342.69784563451674
194,310.9475283548765
195,336.8957983394989
196,359.1775262971876
197,352.88626884719434
198,335.32447955624826
199,390.6477254594755
200,353.0040129368425
201,358.8944090799026
202,317.6241425159889
203,384.7818591651364
204,354.80321002665926
205,382.0148647120575
206,265.84150019626946
207,320.84340347838923
208,359.79432855754175
209,331.4535198231378
210,337.9382129200325
211,307.4392632577733
212,325.2825963172363
213,309.80162315537586
214,370.2631972483839
215,328.35437571081127
216,274.4529764026849
217,369.8035515297994
218,340.73113918034795
219,383.3741874746035
220,391.76774548517113
221,258.8704010315221
222,254.1838744385318
223,363.7805490766207
224,200.72823232999053
225,359.02586717939505
226,235.36324322316503
227,262.9793550280698
228,282.6044893001722
229,360.6729844419757
230,397.6689857288633
231,328.2333588776587
232,339.77895320386153
233,219.2150290090148
234,385.2828669988248
235,415.3789775018504
236,365.61543265415776
237,360.2812622525359
238,317.31102414877444
239,316.42230282646653
240,345.13832768979927
241,204.3779651983785
242,383.71856663394425
243,271.68799842614754
244,291.06009610002087
245,298.2979769821504
246,223.7575520261367
247,336.40184885776154
248,282.1473723616916
249,260.0508966459657
250,280.4352754867418
251,293.81064879147124
252,347.59755734735796
253,242.24784649950465
254,115.57358773715696
255,97.39043635032986
256,108.64732203143247
257,117.23145086116023
258,94.04077059620944
259,93.81291231205049
260,136.3047647498782
261,90.88301272787052
262,78.97349045199033
263,114.14344513692134
264,86.67868649674595
265,106.14375811485854
266,128.45273017834094
267,88.71043790675908
268,120.40451560073134
269,90.55634271122545
270,133.74908595683323
271,96.55867217523439
272,103.26297310300406
273,122.71669800570312
274,98.98299588789801
275,72.37997054921051
276,121.01216094742037
277,102.04834616652593
278,89.31991362919315
279,100.21627623417177
280,103.72643841179016
281,103.98801697847381
282,81.09069037054803
283,92.5421585376214
284,109.43435187543491
285,72.57242324548349
286,77.6552642232599
287,114.61980510355735
288,82.24077023552854
289,94.84954784305705
290,118.3496995370887
291,116.70228156176432
292,117.27227756172228
293,124.37045995007153
294,86.85688788356056
295,85.78466898308301
296,94.87207895657413
297,96.28234688127756
298,114.11178621176046
299,104.19179247401117
300,102.88144059126479
301,82.72165840949853
302,97.57040060597637
303,99.0175597322609
304,91.3829194037284
305,111.5954184930114
306,131.9303489318803
307,100.35330055150659
308,86.36023541744052
309,92.92803790344416
310,88.02529625988404
311,117.3667627880849
312,90.1260691685037
313,93.40520161365956
314,108.99228641241424
315,112.92524960020036
316,87.55135514165055
317,85.52062549653272
318,121.42796842398513
319,61.43709694034255
320,101.27907062533039
321,113.18434845605074
322,110.31702353506378
323,131.1148949911571
324,86.81224507537155
325,100.88792942077244
326,98.1708934192506
327,88.3081850129615
328,102.03339387730902
329,60.865027941376596
330,114.17795091304298
331,104.98466459250344
332,122.7184177933621
333,96.61739890613332
334,98.87573665447744
335,100.84935353828678
336,119.1367254348078
337,110.6835920690371
338,123.27245001010895
339,66.97870247510444
340,103.7096823505683
341,93.59593526354678
342,98.8611317111166
343,72.84763297590422
344,106.6440220556607
345,81.05679824406954
346,119.6156915766926
347,106.1452413807676
348,96.25420396144118
349,108.18512337130093
350,104.98371424227086
351,134.80216811844483
352,122.06373303242981
353,93.94117839998215
354,93.6474587960961
355,98.40730701426746
356,113.6279920903657
357,116.04943203518573
358,84.07552338916669
359,80.43807187419637
360,95.15336485218997
361,80.5262425380738
362,89.8402411160319
363,113.46451469284929
364,80.3194696925745
365,88.89067551708823
366,88.71320442719313
367,87.6008670714758
368,110.40180983650394
369,112.29005682511999
370,94.22409842342326
371,97.20631607794843
372,107.65613000924151
373,121.12712206330718
374,82.46629594492066
375,106.99337245354903
376,62.85373578962389
377,86.561768920025
378,107.19207582893719
379,108.16009587706596
380,107.78919282099449
381,105.09225045260342
382,106.85364942758929
383,110.12577101221949
384,91.00498020944627
385,105.60145057421032
386,93.69835203287204
387,119.52768840274845
388,106.74325072643052
389,87.88002157693319
390,132.72457144063497
391,141.60142367091692
392,142.17204816345333
393,120.25402663108031
394,148.92271129801748
395,152.09907689404275
396,177.00950198018867
397,105.59265221026529
398,117.59926588633832
399,141.76201220517606
400,147.21574736472948
401,147.16727384978736
402,152.31868512286673
403,160.71214852829848
404,154.90349853668536
405,153.10668302295065
406,134.35303481099103
407,148.72059847457842
408,168.3974420762864
409,159.88267795706582
410,150.76517660057945
411,140.3187685264903
412,169.84317624603676
413,113.57969644147136
414,153.1093048372691
415,180.9735012547831
416,133.55604533732253
417,155.11315765580292
418,186.22583543742755
419,123.578128296916
420,154.85666016804473
421,193.47382496441278
422,155.85829512236666
423,141.770042316971
424,186.06805695319554
425,124.19854861443832
426,149.83424863723116
427,173.9855828597476
428,157.56939402874957
429,116.63558331174546
430,175.5241463369934
431,146.7957212584094
432,121.57655022272306
433,126.94572153616913
434,195.40220423597907
435,146.53253445135232
436,151.27199164462976
437,133.0561443816946
438,168.21589516891507
439,173.64370799498687
440,159.16546625230387
441,373.47767324523886
442,356.4973442718867
443,287.27522696545805
444,339.66427819112823
445,336.8163045874756
446,355.48858371073857
447,331.88424755658235
448,354.88714044875655
449,366.68883551550516
450,374.9234322168285
451,348.74481799382863
452,376.40996867458733
453,345.580418465617
454,350.27927625453316
455,330.49331160896213
456,363.7783455718292
457,339.6937478356835
458,333.16364510748235
459,377.1489314441465
460,350.0303614867615
461,359.1429754427631
462,303.1017517788524
463,344.2127999872823
464,340.5042359263171
465,399.99386738170307
466,363.1386520900518
467,312.88056634905547
468,315.5336096246495
469,345.25723825944436
470,326.0076087581336
471,401.2301207122885
472,325.9862143881419
473,372.2398958428611
474,343.50616744185356
475,386.5458235909693
476,347.63573835884114
477,355.20480882857146
478,349.00740495481426
479,345.5545929651603
480,315.9038405667418
481,384.1787421407405
482,381.79986155873706
483,381.82583195000547
484,364.79035963102973
485,361.4213507002447
486,376.1728839067791
487,392.4237344279354
488,167.89901649244965
489,167.38683087407313
490,173.36789544137693
491,164.49320969996154
492,131.54780944196835
493,139.6273587346795
494,173.02677572053406
495,146.00044486217047
496,176.2198846229867
497,136.62967529883187
498,131.7589369763606
499,99.17396986380655
500,106.82872849097748
501,185.5566663376378
502,146.20414924119984
503,140.50059502457208
504,168.20197150725338
505,117.92169172187545
506,145.0698319668153
507,146.920671520607
508,172.49740707300376
509,172.61260350289587
510,119.20401877711046
511,135.88800778306324
512,110.8617043464806
513,170.93419216128225
514,179.1442420954379
515,187.745684491357
516,129.28504243464226
517,152.57344993390035
518,143.19894270902074
519,171.9966082065363
520,162.5749657419885
521,191.78641010108936
522,167.21083811708814
523,180.7108950465375
524,192.45825096727913
525,157.07279532301717
526,138.5136289753683
527,169.31645464593942
528,139.02407102397967
529,164.25051786327458
530,141.8562005211745
531,174.56084166582747
532,156.61685581893695
533,152.13036212942168
534,144.56582072499273
535,165.63880350697053
536,141.06459714860992
537,130.61795300059626
538,266.0833111374527
539,380.5329864666787
540,324.6381498078006
541,281.91960245107316
542,272.5602919988454
543,206.64744882275514
544,257.28312046530834
545,323.25005360451405
546,328.38103876159636
547,259.5676256417239
548,395.44320020740054
549,348.5062678964957
550,370.0644875888202
551,262.3819990763908
552,328.6225440613863
553,297.4041288836544
554,294.2674873440635
555,311.61330187703913
556,202.37859781239104
557,220.54713764632186
558,265.2327537444845
559,229.30911122299474
560,301.2775393438585
561,276.64228866745225
562,331.3611165061638
563,294.30371079373174
564,321.8801533539886
565,287.52805498698683
566,325.94594696058357
567,253.55137277061266
568,237.2486655284635
569,353.6881979763452
570,325.753237277831
571,224.85701414546423
572,342.6941128197497
573,299.85568288921036
574,305.9345965157813
575,386.08813381965297
576,343.45408725818675
577,318.109347640914
578,341.42901125167606
579,323.5430017709647
580,349.7915326262399
581,361.22455683176526
582,338.83279457974385
583,360.1361412643782
584,337.7607706634087
585,338.45729935330627
586,366.38374059681223
587,341.81878242207137
588,381.9450466151828
589,379.0475658354303
590,378.68629737658915
591,345.94096235970574
592,357.26968106233284
593,306.2872298711227
594,348.1652828832071
595,343.6829819918876
596,361.566956075466
597,372.66985227286045
598,354.8631497994865
599,382.18249314278614
600,310.0233876724125
601,334.7472116553564
602,364.26288007715453
603,339.1285707412616
604,349.194768879171
605,345.06622066341686
606,359.83884765769113
607,327.3004723621837
608,322.03957788717895
609,330.2570774303419
610,380.6337526951169
611,358.5516493875554
612,326.6692589646634
613,343.2223461031787
614,333.5802414682363
615,366.32633665469143
616,310.2575180241214
617,301.037134577991
618,308.85009276765817
619,369.28228768204775
620,377.0276456159261
621,294.33657268516004
622,378.3479041424816
623,343.81012192317496
624,322.8582810495252
625,348.80188242240246
626,362.4010720439301
627,352.10495403929866
628,135.57068701141876
629,183.8660891887094
630,140.50610935528357
631,158.9303067405101
632,151.58243192604596
633,125.76067722900838
634,161.41824082987344
635,135.37536862934826
636,137.57458884627488
637,148.7733971813001
638,156.62197071283316
639,121.0521128568912
640,143.08360334480207
641,173.36575797810946
642,136.38892309055652
643,169.9118592557956
644,169.79232413711344
645,135.83856027884983
646,165.48801247909284
647,169.45209622631228
648,157.87611032276556
649,128.52080124756523
650,195.70913543546425
651,113.6636193322528
652,127.16507276584686
653,138.98788317184682
654,162.82559043269782
655,134.80506959210638
656,142.31416375598042
657,141.3955330661363
658,172.7952335494523
659,110.68187789905171
660,178.3573286417678
661,168.73704653097036
662,170.7928664511915
663,120.53098425741325
664,131.2066436975115
665,131.3225362763081
666,209.57602052615735
667,147.71990558093628
668,145.82678650093857
669,362.1146433680326
670,314.9945750041067
671,313.4222528729272
672,289.2777696557566
673,352.29052564417947
674,272.7072679626605
675,219.7798449922259
676,196.9960981289846
677,288.1571627250817
678,313.1526534754784
679,228.0215716753672
680,239.37448079503483
681,391.5804786122639
682,307.00795060324026
683,295.2035512585202
684,284.3254630446577
685,284.2091586769538
686,317.29570016645147
687,351.5805639981746
688,308.64112160795645
689,212.60159231849684
690,308.2288918716587
691,309.88781219861795
692,243.45412360461384
693,324.02699607075107
694,350.38804719488115
695,258.34317417251646
696,288.56589009517364
697,358.664257582781
698,360.6056255991996
699,381.30402764916784
700,274.5939438729515
701,286.4496957640989
702,257.2130082431198
703,327.3031783066662
704,272.308691110065
705,403.38551614210814
706,389.82885164936755
707,296.99006597636924
708,308.3619688893598
709,241.85924363112576
710,197.42738024692784
711,337.23859439240806
712,274.60820532094317
713,344.64499211563714
714,280.94226131222985
715,350.14776471524414
716,345.5236339508792
717,348.1345528213088
718,383.1512803503425
719,332.7435821956225
720,390.0374244900123
721,336.95957202882636
722,336.781523894757
723,311.8801012744346
724,383.0367061678916
725,332.3122482153288
726,324.76124515996406
727,394.6974905754439
728,364.06135194735725
729,341.9266602437546
730,364.9071066127857
731,397.22115435366834
732,314.8890156316753
733,348.943403379043
734,338.9209422155932
735,354.5677169363189
736,346.80613690350003
737,340.1873488697086
738,362.1731889190923
739,371.84865434035606
740,390.1958896252059
741,373.0148069470829
742,379.17024977467685
743,373.99534160978345
744,356.9770156667434
745,363.16762264361023
746,350.7352201873898
747,314.2476515538342
748,394.19830948653424
749,328.2252831245401
750,314.5250204504123
751,305.9152123842801
752,342.5317438574678
753,352.59884200358107
754,365.6763179733855
755,339.7358878611339
756,312.45299001193416
757,327.12945948339404
758,332.06660495408363
759,357.15742080155854
760,361.4270344283335
761,343.13337774702256
762,325.8387622452717
763,315.8910077081879
764,364.25816326222775
765,412.31223856406456
766,214.51463489686347
767,283.54944682050086
768,270.4206509747246
769,268.6521389602403
770,229.65754172739747
771,304.7044576523165
772,394.3730703510286
773,237.3069334279952
774,377.4775650769443
775,314.0823308068852
776,301.2048585797099
777,270.1175993205807
778,305.93289274284086
779,250.36899937053556
780,236.8301138058461
781,269.55858577489505
782,282.5253940970768
783,301.45375896161386
784,253.44070560319796
785,266.0255566209005
786,296.8043148746805
787,221.5773855219134
788,337.75735134142474
789,317.51054201427957
790,369.58170452892983
791,311.2268979314286
792,285.18495357944374
793,209.46193075378991
794,307.8479759243285
795,283.0293206364272
796,283.1770183584561
797,258.87659050205383
798,287.34334288944655
799,397.59074278074183
800,352.1263217333526
801,272.46008904163983
802,270.60396646147484
803,251.75558240285233
804,311.45752619369887
805,312.5530894596898
806,404.35921336180263
807,240.5003504246165
808,266.30203878721824
809,308.4510883217712
810,341.8108659824472
811,377.85773905219384
812,324.55121978147986
813,348.4933662613408
814,352.55653025031353
815,374.2932296845323
816,334.0242523341372
817,375.19552662805927
818,403.0337080641784
819,352.7334047588932
820,325.9213513393314
821,407.3607428869088
822,324.7852178162668
823,387.70501238354296
824,381.61798450319935
825,356.4721660957711
826,374.5131429131308
827,334.3283910760488
828,371.91750772847064
829,344.3629901614543
830,360.8504831988594
831,377.0346070659887
832,339.1720924019308
833,310.54687101839454
834,404.3787221380783
835,348.1361084759992
836,320.01698777552986
837,354.0915797179285
838,328.03375327790826
839,372.9963519827596
840,394.0583472124124
841,352.80186489869305
842,388.89250732172786
843,363.6809417679688
844,352.85592839139764
845,319.5183627129467
846,343.8989731206958
847,353.6565480402712
848,340.3367482583223
849,322.85513971362565
850,344.47113830658304
851,329.9333948375822
852,340.4235094967221
853,341.65107681086886
854,375.39966705353015
855,159.20894980590705
856,197.19389160731495
857,152.90811080100585
858,146.09951158503708
859,143.83732653814118
860,114.67469551553864
861,157.96267590070667
862,206.75898304114725
863,143.88295138448106
864,126.38349224456255
865,144.77178945035854
866,155.30077591711043
867,122.80369187853489
868,133.18595494421862
869,127.20136104811174
870,159.45076853045097
871,183.97360020689356
872,145.896443476497
873,176.25033984556907
874,175.52896467777208
875,185.14744461251652
876,162.08621979372182
877,158.63412161951146
878,186.96205342188952
879,185.84834863644636
880,183.44416905576935
881,146.38349043960034
882,171.38646494311433
883,143.39999142320133
884,128.75642895385178
885,163.28834821701201
886,134.820276913349
887,147.47439926416604
888,150.86608934545654
889,137.77654344284213
890,149.38522756843798
891,180.6361998490808
892,129.4359544555915
893,114.85495873591952
894,153.67267702378885
895,157.5783394741015
896,185.24836056029608
897,168.7245001931455
898,165.97297519793634
899,195.25764597981902
900,104.61453883556881
901,180.3258407740238
902,173.2710370545318
903,98.65223675847861
904,161.90328786781933
905,194.29140715386274
906,109.6008340822978
907,103.9782476100562
908,78.86298919612335
909,118.5343135441794
910,103.29633007811225
911,112.4615897882283
912,66.08953503225517
913,108.0421177134988
914,102.64164637867923
915,125.42512493244844
916,82.43551679565259
917,89.22763944900923
918,79.33888125127717
919,85.74067720909191
920,114.89744693708954
921,108.96139734242036
922,76.22110433923893
923,80.80572202499835
924,98.22741526057057
925,86.23206852377686
926,96.30163518633435
927,109.1936182293377
928,65.6537380553022
929,86.3764049846833
930,76.80247642942182
931,105.19769641371006
932,120.78363120124517
933,84.26528996820858
934,71.78556393145666
935,88.59746467225614
936,121.60122432854135
937,73.3076526693514
938,98.16656863141691
939,99.74172315309778
940,104.03123631202904
941,69.19289571775252
942,104.27217116398084
943,84.70288233825295
944,99.23161042816508
945,125.88161540974363
946,128.55728092540167
947,85.46488807476487
948,78.56020421384594
949,107.38309927007771
950,104.51571880273143
951,127.15641939899987
952,72.46378324020239
953,111.11805288648138
954,134.59360436825241
955,96.23059125406127
956,99.0911904823399
957,105.62921467288116
958,92.4831629167053
959,123.49519687057585
960,105.90931566893045
961,96.39713790107182
962,100.10957809257809
963,111.88397041883289
964,121.14720015019425
965,95.61440448078409
966,93.90095332884165
967,98.55386799287925
968,80.82600456755638
969,113.00325110663437
970,93.01700007854423
971,103.84364979812214
972,109.57323796749762
973,94.91986792016702
974,109.03408504783383
975,93.23551660515075
976,118.12531053238764
977,114.13120765973134
978,131.72469687855246
979,102.28446766039457
980,105.93216258874878
981,98.22340737429981
982,102.79057128618055
983,70.054290190864
984,80.1751666299936
985,87.3796814986019
986,102.28614944419645
987,104.28571084295426
988,121.2521264541059
989,96.50072183404053
990,128.17430026924976
991,110.43170308062187
992,86.85552421004535
993,101.33402911546726
994,110.5618424682007
995,122.79851620374806
996,103.2351988378003
997,117.76959289208453
998,97.24705927417935
999,110.53975026754134
1000,100.05184509747602
1001,102.68941188354712
1002,106.5460802125873
1003,59.07164852301082
1004,108.49834301598942
1005,107.66983756542186
1006,112.05869524969975
1007,110.90813801089924
1008,109.25795436199365
1009,82.49619543991228
1010,93.64256696236464
1011,96.85768400425535
1012,104.78532042678103
1013,83.96925930891084
1014,90.44373571700851
1015,116.76318369509073
1016,112.50199126800482
1017,81.87963473820584
1018,113.16574172034848
1019,87.56923329248842
1020,93.78905891218244
1021,98.4277245273454
1022,98.2452289086089
1023,114.84570184246611
1024,99.3343456040182
1025,93.85795610995369
1026,111.93104364194933
1027,90.216779626518
1028,101.35289234918821
1029,98.6045545807103
1030,86.67590331090491
1031,121.7008683931441
1032,106.12523337969581
1033,108.2762442869457
1034,113.33608319790986
1035,98.40308248912775
1036,116.85031144305621
1037,116.40320564493692
1038,104.45122378215792
1039,76.85761872548055
1040,69.8955712464313
1041,110.8808346625916
1042,86.02911411668437
1043,326.7424572617114
1044,310.30864815650824
1045,318.88401557276643
1046,358.6736703049216
1047,351.4040676860971
1048,356.20332845548546
1049,337.3092356052827
1050,336.52034820439815
1051,358.73992612216114
1052,387.7148920183886
1053,364.8458584910516
1054,334.11918697356066
1055,354.53839349031557
1056,295.5610295104412
1057,392.5436101505865
1058,402.3998593812688
1059,327.32617729271453
1060,366.22054984976353
1061,329.0965254006916
1062,342.47706040508046
1063,333.46870582544585
1064,347.3752162000948
1065,328.73583093915516
1066,315.114517216631
1067,335.8893622347231
1068,342.9351691370401
1069,345.53388811048404
1070,345.18368793133254
1071,398.1206306785916
1072,337.56846766724016
1073,349.414874977069
1074,315.31291847958755
1075,305.03515433337407
1076,357.53823701031644
1077,337.0677822872184
1078,282.43530944893376
1079,292.7482654335796
1080,352.0091757160138
1081,333.3574930842963
1082,340.5865612664653
1083,334.54277594033675
1084,282.971678144879
1085,312.3662568588282
1086,367.953964215891
1087,351.98077485266435
1088,374.9499327583201
1089,393.611668964167
1090,332.3221386927757
1091,350.98274115592085
1092,376.3753145667536
1093,339.59059853146385
1094,304.7939766916169
1095,351.04023655288887
1096,321.27456635415876
1097,338.04678510670686
1098,338.73115590978665
1099,340.0645400356135
1100,374.4537068219237
1101,343.4901385343635
1102,328.35930549435915
1103,311.00220736390435
1104,312.13239627102735
1105,288.59964315492545
1106,347.21059705884323
1107,393.72204702071787
1108,337.12059460361326
1109,313.32214396039683
1110,319.93312372248533
1111,339.25635544953883
1112,320.50790395909075
1113,369.13489544306077
1114,392.02108898765056
1115,347.099548711294
1116,346.56012895773824
1117,321.7379117839101
1118,317.69280445947925
1119,349.35265053857285
1120,350.26006287850157
1121,331.72475577005673
1122,363.5509058329615
1123,336.49122293087237
1124,349.3846910996785
1125,327.93861247174306
1126,348.08594779837244
1127,318.2104732642288
1128,347.2840258575292
1129,352.0917144527186
1130,354.48654635823135
1131,305.08746951146435
1132,341.4381651852088
1133,362.5789663905179
1134,336.3943746639671
1135,346.8684227837862
1136,344.4104273271602
1137,383.32581037427326
1138,330.56881886522405
1139,328.4394714962401
1140,328.18873891350836
1141,329.9988791535201
1142,226.74625106417582
1143,341.65804381474845
1144,395.4487876348784
1145,319.2901394147164
1146,336.6073766169442
1147,293.88811799191046
1148,278.69715041511887
1149,278.0740866716658
1150,329.74643710177605
1151,257.03930601895354
1152,389.11289578732953
1153,344.97031984014086
1154,393.87884469761
1155,217.42011533762252
1156,253.16262477671785
1157,301.07961997629974
1158,241.7878871733019
1159,273.1992963992242
1160,319.9544054609016
1161,352.0665947433731
1162,296.4562443565516
1163,258.9678343572833
1164,299.18682784338375
1165,276.95486301115693
1166,283.59483720093874
1167,382.54331212771996
1168,368.79534787064733
1169,384.350747615695
1170,321.2411125275552
1171,287.03470643019756
1172,418.77820102847306
1173,359.29274530164537
1174,255.2220032355727
1175,361.8839577869147
1176,250.77893506548793
1177,342.8462256430991
1178,301.59478488197476
1179,389.76685362187413
1180,255.58359315000615
1181,319.0901133824131
1182,244.6393851484504
1183,261.05061011944474
1184,260.4373648514659
1185,329.67441531582335
1186,329.5220237218514
1187,267.7068218675595
1188,112.16098105610087
1189,120.43896473779438
1190,108.29338603081268
1191,71.94070236015762
1192,82.41133621542535
1193,127.5683430657005
1194,73.65844074258573
1195,85.06013337951977
1196,114.63147787300122
1197,131.26716840482112
1198,79.13912728484985
1199,113.39760318729435
1200,93.0350275654569
1201,94.54397458602493
1202,98.37383131202549
1203,106.06557983137101
1204,92.10790536839531
1205,98.24112724776188
1206,98.76960776313054
1207,88.29681191793898
1208,110.05630313757516
1209,102.28075648208292
1210,101.55974002804754
1211,102.69618473918716
1212,95.14254070706559
1213,78.24007617126583
1214,100.48250471496249
1215,97.83018410804688
1216,98.5332936491913
1217,104.92592508116054
1218,88.99806700744344
1219,88.72315628182015
1220,78.16666751129247
1221,96.40209948313361
1222,89.51330659855469
1223,92.12219114421057
1224,58.475506379696775
1225,106.13709620807875
1226,86.91556702752992
1227,94.70690980024379
1228,102.25860151031765
1229,68.59475902037182
1230,76.00242773958887
1231,82.95694863928072
1232,103.17003496229752
1233,82.45723656307064
1234,85.57446917899728
1235,95.27798389896887
1236,106.15226001252368
1237,311.6072342100265
1238,341.235853423461
1239,354.1323748588026
1240,364.05537923764064
1241,385.29143053117866
1242,394.90922706812444
1243,360.09783964896127
1244,365.39002693770095
1245,331.3589257340607
1246,362.96092023088363
1247,385.7749500689695
1248,412.43925709868455
1249,320.41405637739376
1250,359.18187747304677
1251,400.6150192324096
1252,352.49707828128527
1253,365.8266213773227
1254,329.94419862299236
1255,320.19791938861675
1256,319.23183219939386
1257,342.584988890109
1258,363.77188297460344
1259,358.76367494029495
1260,352.3572353217934
1261,346.89944610798125
1262,347.15566006812185
1263,357.6987898816083
1264,375.80464562784806
1265,316.43803235824754
1266,347.63854000955405
1267,321.4280845738133
1268,380.26565890542906
1269,361.7110182538523
1270,329.83034733172667
1271,354.6627149141053
1272,351.2733094101216
1273,370.8730740459859
1274,344.3134129467045
1275,346.9054847823192
1276,346.57901945694204
1277,371.9629034326395
1278,367.58734669873974
1279,348.9239767355996
1280,267.1980800162651
1281,344.9914160961406
1282,367.2870072539108
1283,352.90283087792636
1284,340.98373183763005
1285,368.5028786763509
1286,371.45423976010795
1287,332.14482795043045
1288,369.4784216228879
1289,296.6999190727983
1290,323.8658909200004
1291,347.8892431530522
1292,299.3135515424779
1293,292.2458062318329
1294,270.08107319292003
1295,366.14333400292065
1296,309.2375869282206
1297,175.12573885392055
1298,396.51180559164663
1299,238.21278046736666
1300,328.61815796094334
1301,291.270322970601
1302,298.39419696594746
1303,358.449922099707
1304,327.1271261753016
1305,295.94193189268367
1306,245.29983946209316
1307,308.14142047702444
1308,325.609041824791
1309,250.11819632407338
1310,366.1706181756082
1311,247.3986070361454
1312,301.60584474030077
1313,300.9158764137275
1314,297.04919919604976
1315,279.03386464082644
1316,291.2664888262444
1317,243.61342968675217
1318,280.2237597059308
1319,258.3659563648937
1320,265.689645924422
1321,269.43099547859964
1322,350.9576587073536
1323,282.62535698267624
1324,362.27279623568865
1325,387.85155406010955
1326,322.37418177112056
1327,273.0893807301793
1328,285.9397680837908
1329,242.44971076061788
1330,303.26712497675015
1331,269.10852734799954
1332,234.76770771714502
1333,298.8041239557179
1334,399.5861255033776
1335,218.25188807219203
1336,298.3422431544672
1337,327.13691582960416
1338,299.24811533469875
1339,359.9856292076689
1340,265.6319948778579
1341,256.38507429674627
1342,318.01840971355136
1343,332.93453875415224
1344,304.8904704912268
1345,278.43237738228237
1346,310.7071167692838
1347,243.90612345856633
1348,357.90762784634046
1349,370.05439955400027
1350,348.6846414470401
1351,325.49414939938646
1352,291.8852342841111
1353,320.2651269795799
1354,362.8492328204237
1355,277.2738953000065
1356,307.8327953318333
1357,352.5104942938116
1358,220.06311051562278
1359,365.71591016777364
1360,231.56434860018965
1361,313.0301108792217
1362,241.5986136847555
1363,314.77686956920877
1364,369.0159056381904
1365,266.74417440987594
